rec_id,first_name,middle_name,last_name,gender,current_age,birth_date,street_address,suburb,postcode,state,phone,email,ip_address,employed
R177900,daniel,lowery,rose,m,47,5/4/1973,11  Taifalos  Street,Wanguri,810,NT,08  6985  7298,rose27@aol.com,25.221.80.252,FALSE
R175429,jean,nicole,blount,f,,12/8/2001,14  Barnett  Street,Kensington,3031,VIC,03  7972  0455,blount11@yahoo.com,76.131.118.39,FALSE
R376776,ninq,susgan,0lson,f,40,30/l/1980,48  Etjelwyn  Street,Hilt0n,6l63,WA,,nina93@yaboo.com,192.252.188.15,FALSE
R155917,elyes,lkay,kimg,f,30,29/1/1890,10q  Williams  Street,Broken  Hil,2870,NSW,02  9q64  1421,ilcfrqtfjd@yahoo.com,203.92.23.165,TRUE
R640891,harriett,lee,carpenter,f,27,29/12/1993,50  Epworth  Street,Oxley,4075,QLD,07  2628  6798,carpenter5@hotmail.com,151.131.243.58,
R970333,wilkiam,cle0,rikney,m,47,28/7/2973,16  Mackrnnal  Street,Lyneharn,260z,ACT,02  7765  q220,william65@mail.dom.au,113.67.30.160,FALSE
R136901,alec,andebrham,johnson,m,,15/3/1996,24  Duke  Street,Kensington,2033,NSW,02  3253  5814,iehfbgifjp@hotmail.com,58.173.42.178,
R365606,marquis,eduardo,blue,m,45,21/7/1975,8  Sutherland  Road,Chatswood,2067,NSW,02  7075  3137,marquis.blue@mail.com.au,31.154.76.61,FALSE
R145465,curtis,henry,farmer,m,45,7/2/1975,7  Kensington  Street,Robina,4226,QLD,07  8538  4610,curtis21@gmail.com,136.83.197.125,FALSE
R132541,christian,alexander,carter,m,35,23/9/1985,38  Stevens  Road,Nunawading,3131,VIC,03  6186  5095,carter.christian@yahoo.com,76.201.150.157,FALSE
R120967,gaahnel,ram,lambeaht,m,41,8/3/1q79,Bearcl  Road,Hum0ty  Doo,837,NT,08  4332  8038,,172.177.94.127,FALSE
R103245,deborah,lou,myers,f,32,5/8/1988,204  Derwent  Avenue,Lindisfarne,7015,TAS,03  9397  3968,deborah.myers@hotmail.com,71.229.157.195,FALSE
R515574,joellen,c,griffith,f,20,25/12/2000,12  Tenterden  Street,Spotswood,3015,VIC,03  9806  1203,orsdasoekj@hotmail.com,212.186.197.12,
R166198,anna,geraldine,hayward,f,16,7/4/2004,The  Parade,Sceale  Bay,5680,SA,08  3607  2852,anna.hayward@mail.com.au,75.41.27.92,
R107046,jason,alexander,mileham,m,49,1/3/1971,Short  Street,Macksville,2447,NSW,02  9281  6138,mileham.jason@gmail.com,12M.136.45.192,
R169566,gretta,cobb,parks,f,45,2/2/1975,1  Osmond  Street,Port  Fairy,3284,VIC,03  7680  8326,parks.gretta@mail.com.au,106.85.157.108,FALSE
R849959,traci,susan,abbott,f,31,1/7/1989,93  Griggs  Road,Lucaston,7109,TAS,03  8367  3087,abbott20@gmail.com,97.235.184.131,
R955593,juanita,m,stalvey,f,17,16/3/2003,637  Greenhill  Road,Burnside,5066,SA,08  0959  2542,stalvey4@hotmail.com,140.194.147.60,FALSE
R145409,george,ronald,sandy,m,33,25/8/1987,Boggabri  Road,Manilla,2346,NSW,02  2616  9617,george.sandy@mail.com,32.190.211.197,FALSE
R186464,james,miles,rogers,m,31,18/8/1989,29  North  Street,Chinchilla,4413,QLD,07  9249  3627,rogers.james@mail.com.au,131.47.100.180,FALSE
R190155,lu8s,,l0we,m,29,8/2/1i91,38  Eagleview  Cresxent,Bell  Pos5  Hill,32l5,VIC,,lowe.luis@gmsil.com,65.101.211.25,FALSE
R900039,jan,kenya,poole,f,33,7/3/1987,58  Sirius  Road,Bligh  Park,2756,NSW,02  9035  1330,poole34@hotmail.com,27.65.84.24,FALSE
R185799,latova,mariori,jonds,f,22,29/5/1997,31  Aolington  Avenue,Ballaura,6056,WA,08  0110  5q54,jonds42@hotmail.com,131.89.164.70,FALSE
R108739,thomas,john,nelson,m,49,11/8/1971,15  Jacana  Street,Mornington,3931,VIC,03  1742  2979,pjbkdaemtm@mail.com.au,189.7.192.24,FALSE
R375855,paulnne,taylo,wh:te,f,81,21/2/q939,28  Calistemon  Avenue,Keysboroigh,3174,VIC,,,194.5.133.209,
R441507,culkey,per5y,tovb,m,41,22/3/1q79,133  Sieb3n  Drive,Orage,28o0,NSW,02  6244  2274,tovb8@mail.com.au,11.231.21.192,FALSE
R172373,colin,richard,mahoney,m,32,18/12/1988,40  Longwood  Avenue,Leanyer,812,NT,08  6504  4856,colin21@yahoo.com,86.22.181.183,FALSE
R303938,christopher,daniel,rao,m,47,20/8/1973,8  Rae  Street,Lower  Templestowe,3107,VIC,03  7540  8316,kkdnoinceg@hotmail.com,188.7.100.201,FALSE
R172315,ethel,keyes,ellis,f,28,28/5/1992,9  Gibson  Lane,Morningside,4170,QLD,07  9973  6743,bmaermokaq@mail.com,11.180.195.111,
R128705,michelle,ann,gregory,f,28,13/1/1992,1  Wild  Dog  Road,Moonambel,3478,VIC,03  8598  8155,michelle.gregory@hotmail.com,158.190.133.42,FALSE
R133292,laura,lucille,clark,f,27,25/1/1993,9  Lantana  Street,Rangeway,6530,WA,08  8185  4882,clark44@gmail.com,242.240.133.90,FALSE
R164738,james,claude,clanton,m,25,7/5/1995,11  Knightsbridge  Avenue,Valley  View,5093,SA,08  6209  5399,james68@yahoo.com,233.39.183.82,
R187831,heather,r,ferone,f,26,15/1/1994,23  Aldinga  Street,Kingston  Beach,7050,TAS,03  2778  7456,ferone51@aol.com,210.48.251.170,FALSE
R574167,helen,gibbs,higginbotham,f,24,5/1/1996,46  Happy  Valley  Road,Bendigo,3550,VIC,03  8251  4424,higginbotham.helen@gmail.com,219.100.116.188,
R566241,dannv,plat0,hoo0er,m,39,16/6/198|,1  Purcell  Covrt,Buridoora,3088,VIC,03  7897  l888,,79.104.13.139,FALSE
R101677,kristina,schofield,huffman,f,22,4/8/1998,2  Leonard  Street,Dandenong,3175,VIC,03  2944  6518,huffman43@yahoo.com,245.173.198.182,TRUE
R354289,jamej,brian,kumra,m,28,25/5/q992,59  Sydney  Sgreet,Riqerstone,276s,NSW,02  13z8  5777,ctokfrtjlb@iiiail.com,236.158.29.125,FALSE
R755048,jereny,reet,parqons,m,,2/12/1q87,23  Valnar  Street,Upper  Mounr  Gravatt,4120,QLD,07  646e  9047,,5.61.164.13,FALSE
R188273,delores,danielle,key,f,28,27/2/1992,11  Kedron  Avenue,Mitchelton,4053,QLD,07  9226  3382,delores.key@gmail.com,34.194.247.60,FALSE
R328916,marie,ann,irving,f,59,17/4/1961,9  Togo  Place,Gordon,2906,ACT,02  5305  5502,marie.irving@aol.com,101.150.250.174,FALSE
R312927,an,jo5dan,gerw:tz,f,54,30/9/2966,7  Burgess  Crescvnt,Upper  Swa,6o69,WA,,ann99@gmail.com,124.98.138.73,
R112599,eric,nelson,doan,m,,12/7/1988,13  Brian  Court,Mount  Eliza,3930,VIC,03  7464  9482,mcgsrrbalk@aol.com,198.84.61.59,FALSE
R125035,christopher,aaron,cagle,m,,16/3/1989,30  Tunks  Street,Ryde,2112,NSW,02  8889  3964,ehghckpakl@yahoo.com,245.31.28.156,
R141615,minnie,maynard,megill,f,43,10/11/1977,40  Lanark  Street,Kirwan,4817,QLD,07  2956  3681,minnie.megill@gmail.com,199.136.246.138,TRUE
R299604,brevda,valetie,boyc,f,49,2/4/1972,6  Elizabeth Parade,Lane Cove,2061,NSW,,brenda.noyd@gmail.com,234.213.190.102,
R470195,mikael,kw,dillom,m,28,18/6/1q92,15  Akoonaph  Drive,Golden  S4uare,355s,VIC,,michael.clillon@mail.com.au,2e8.91.37.90,FALSE
R815979,david,vontrez,cauthen,m,,2/5/1980,211  Williams  Road,South  Yarra,3141,VIC,03  6476  4221,pondmgqlpc@gmail.com,208.189.157.202,FALSE
R195604,charlene,dewann,robinson,f,43,4/9/1977,4  Byatt  Court,Scamander,7215,TAS,03  4006  8360,charlene.robinson@aol.com,72.105.36.164,FALSE
R124979,jordan,michelle,smith,m,34,3/5/1986,Perren  Road,Brunswick  Junction,6224,WA,08  0968  0409,smith33@mail.com,67.245.208.180,FALSE
R132330,sherri,michelle,morello,f,25,25/6/1995,Litchfield  Park  Road,Daly  River,822,NT,08  7626  1213,brklqcegrm@mail.com,33.208.152.34,
R167457,robin,bullard,mcilroy,f,43,3/6/1977,254  Oriel  Road,Heidelberg  West,3081,VIC,03  1292  3011,robin.mcilroy@mail.com,215.105.54.182,
R839685,melanie,mcgrady,powell,f,29,23/5/1991,10  Vonadawn  Avenue,Ringwood  East,3135,VIC,03  3265  2788,egggikhrsb@aol.com,74.32.53.225,FALSE
R168379,brittany,maria,smith,f,31,27/12/1989,9  Tadros  Avenue,Young,2594,NSW,02  6790  5880,brittany16@mail.com,71.221.52.30,
R123820,kellie,cooper,hoffmandanusis,f,-38,10/11/1982,21  Lake  Parade,Corrimal  East,2518,NSW,02  0901  7034,hoffmandanusis.kellie@hotmail.com,143.122.129.145,FALSE
R984854,holki,annc,she1ton,f,-28,29/5/199z,22  Howson  Sdreet,Brunwwick  West,30s5,VIC,03  3g00  9488,,119.235.6.60,FALSE
R171459,iravn,le4,mciiianus,m,33,12/6/19i7,1202  Warrenhip  Street,Buniyong,3367,VIC,03  4q30  9047,mcmanus68@mail.dom.au,251.117.229.254,FALSE
R628906,kathy,c,thomas,f,32,9/12/1988,43  Pine  Street,Bulimba,4171,QLD,07  7026  3205,thomas.kathy@hotmail.com,17.221.8.193,
R188288,michael,thomas,kramer,m,34,18/10/1986,24  Markwell  Street,Auchenflower,4066,QLD,07  2288  0830,kramer.michael@hotmail.com,43.17.253.61,FALSE
R191374,mervin,charles,marr,m,45,4/2/1975,Woola  Road,Taree,2430,NSW,02  5965  2213,hhcrfkedrb@yahoo.com,189.51.71.176,FALSE
R127189,cheenou,w,fisher,m,28,7/7/1992,45  Wybalena  Grove,Cook,2614,ACT,02  5855  0844,fisher.cheenou@mail.com.au,5.80.153.129,FALSE
R209592,jeneln,burnj,hudsom,f,41,7/q/1979,18  Burramugga  Crsscent,Kirwzn,4810,QLD,,jenelyng2@gmail.com,180.u32.62.177,FALSE
R104568,sierra,faye,allen,f,38,6/6/1982,18  Cunjevoi  Crescent,Nightcliff,810,NT,08  0871  4841,allen68@aol.com,238.44.152.223,FALSE
R140776,yvonne,l,duquette,f,30,17/4/1990,6  Towyn  Close,Lower  Plenty,3093,VIC,03  0809  7944,duquette82@mail.com,45.164.240.98,FALSE
R117929,jandra,cartec,sdanley,f,29,17/10/1g91,164  Lorcl  Street,Port  Macquzrie,24q4,NSW,02  l540  4981,igbsaluhbt@yahoo.com,38.102.216.213,FALSE
R521857,connie,b,mcfarland,f,56,20/2/1964,1  Mylestom  Drive,Repton,2454,NSW,02  6680  7591,mcfarland18@aol.com,189.85.200.245,FALSE
R192403,madison,l,avery-harrison,f,41,29/8/1979,38  Cahors  Road,Padstow,2211,NSW,02  9498  8999,avery-harrison.madison@aol.com,194.179.106.85,TRUE
R667480,jame5,lyn,cockmah,m,55,9/6/1q65,16  Goldenia  Court,Birkdal4,415q,QLD,07  70o5  1952,mfnstrqfog@tahoo.com,,
R162420,cristopher,lynwlod,spruil,m,55,29/5/l965,4  Novzra  Crescent,Cojo,22z6,NSW,02  t701  6952,spruiol84@mail.com,72.19.205.255,FALSE
R114018,stacv,horn,hollant,f,34,16/6/q986,Garlancl  Road  Rosehill,Lyndhurat,27q7,NSW,02  73y9  0409,stacy47@botmail.com,199.207.168.136,FALSE
R174777,betyt,lync,waltesr,f,43,26/1o/1977,72  Lae  Roacl,Holsworthv,2178,NSW,02  098q  1009,walters.betty@gmakl.com,139.25.14.63,FALSE
R155737,eugeme,alfret,gieherich,m,26,20/4/l994,15  Forstee  Avenue,Watanobni,2z59,NSW,,dugene.giegerich@mail.com,235.18.13.53,FALSE
R185670,tobias,brady,deming,m,65,7/12/1955,3  Grand  Court,Dandenong,3175,VIC,03  4357  6647,deming17@yahoo.com,204.220.103.106,FALSE
R941910,theodore,jacob,evans,m,28,22/12/1992,18  Asher  East  Court,Coomera,4209,QLD,07  1741  6316,theodore.evans@gmail.com,195.75.38.195,FALSE
R658166,faye,womack,robertson,f,37,19/6/1983,44  Leabons  Lane,Seven  Hills,2147,NSW,02  1377  0154,robertson57@mail.com.au,203.232.128.203,FALSE
R126390,ellen,ann,sanders,f,41,5/9/1979,5  Lorikeet  Street,Highfields,4352,QLD,07  0899  3874,ellen86@yahoo.com,17.211.187.174,FALSE
R101673,serome,daomar,jacklwitz,m,42,5/8/l978,47  Breakfast 5 Road,Marayohg,2145,NSW,,jackovvitz38@yahoo.com,156.61.106.48,FALSE
R352497,frefa,hot,byerz,f,45,28/s/1975,The  Qiarterdeck,Corltte,2311,NSW,02  36g3  0289,byers.freda@hotmai1.com,103.30.8.244,FALSE
R116749,divis,ryam,davidon,m,21,17/3/1099,116  Glenmore  Roat,Patington,20z1,NSW,,,155.30.221.70,TRUE
R631221,scodt,e,ferguosn,m,31,28/3/1g89,46  V  R D  Drive,Leariyer,081z,NT,08  2l21  4754,cmkethlrlb@gmaio.com,68.175.67.97,FALSE
R277044,al:ce,jonea,mcphers0n,f,25,2/10/19i5,5  Mardens  Street,Beemleigh,42o7,QLD,,alice.mcphers0n@gmail.com,248.219.50.107,FALSE
R406471,ellen,c,vance,f,35,27/9/1985,75  Iluka  Avenue,San  Remo,2262,NSW,02  6965  5011,ellen23@mail.com,14.128.114.176,FALSE
R679777,elliott,thomas,johnson,m,52,24/9/1968,35  Chatsworth  Road,Chatsworth  Island,2469,NSW,02  0275  9645,elliott.johnson@gmail.com,210.87.202.131,FALSE
R125436,julie,sherall,stillwell,f,-38,2/5/1982,22  Buna  Avenue,Mundingburra,4812,QLD,07  5998  9559,mjrqghgqin@hotmail.com,197.85.226.218,FALSE
R336447,clarence,nathaniel,wiesner,m,28,6/3/1992,3  Kyabram  Road,Armadale,6112,WA,08  6760  2206,aclmiqshni@mail.com,23.199.35.18,
R899310,richard,l,lynch,m,30,9/6/1990,27  Prior  Avenue,Gladstone  Park,3043,VIC,03  2017  0556,lynch14@aol.com,76.158.108.202,
R731263,xannon,alvord,smit,f,32,10/1/1q88,20  Ravenvlass  Court,Croydori,3l36,VIC,03  9497  01e6,shznnon24@mail.com,224.219.59.103,FALSE
R191686,kutaka,marieeverette,prescott,f,41,29/1/1979,13  Wintercorn  Row,Werrington  Downs,2747,NSW,02  8923  7624,prescott.kutaka@mail.com.au,237.214.206.255,FALSE
R149882,herbert,w,lane,m,,31/7/1970,2  Peter  Street,Bell  Post  Hill,3215,VIC,03  6070  1894,becsibibis@mail.com,178.82.99.177,FALSE
R119685,pamtla,annettw,warlicl<,f,38,26/6/1972,315 p Beaconsfield  Parade,St r Kilda,318z,VIC,03  8625  1366,pamela.warlick@gmaii.com,162.148.208.3,FALSE
R537361,lonnie,martin,young,m,21,14/1/1999,Reushle  Road,Cabarlah,4352,QLD,07  3572  0339,young52@yahoo.com,236.108.147.148,
R310355,geofferv,pol,pop,m,31,26/12/1q89,139  F3tzroy  Street,Dubno,2836,NSW,0z  8955  8111,pope27@aol.c9m,197.138.175.155,
R612472,donaid,franfklin,callsri,m,31,21/7/19i9,49  Grosveonr  Crescent,Sukmer  Hill,213o,NSW,02  5938  q557,fedrbjbntq@h0tmail.com,205.10.103.104,FALSE
R169804,barbara,ann,flores,f,31,7/9/1989,43  Briar  Road,Felixstow,5070,SA,08  4941  6823,flores63@mail.com.au,42.100.126.162,FALSE
R170008,li5a,tayjor,demail,f,29,4/1/q991,5  Elizabeth  qtreet,Pertb,7306,TAS,03  309q  2850,lisa47@mail.com.av,234.195.81.43,FALSE
R989411,johp,jwce,jame5,m,36,20/2/l984,1  Indica  Drove,Tukerah,225q,NSW,02  0871  1g27,john55@ma9l.com.au,241.159.127.45,FALSE
R544297,alam,zohn,parbam,m,31,29/6/l989,14  Mannikaj  Court,Bakew3ll,083z,NT,08  0701  1132,alan76@aol.c0m,125.114.74.235,FALSE
R689180,caitlin,gail,holland,f,25,8/5/1995,583  Mulgrave  Road,Earlville,4870,QLD,07  7337  0063,caitlin69@hotmail.com,233.116.66.71,FALSE
R297699,phllis,karnea,caywr,f,28,15/10/1q92,18  Durant  Wai,Brenwood,61s3,WA,08  4821  q879,lpbenqcht5@hotmail.com,85.144.231.145,FALSE
R115159,terri,maynor,harrell,f,40,8/6/1980,2  Pioneer  Court,Thomastown,3074,VIC,03  0464  6236,harrell.terri@mail.com,31.45.0.220,FALSE
R123043,robert,jonas,gordon,m,36,25/2/1984,58  Broadwater  Street,Broadwater,6280,WA,08  3442  9334,gordon.robert@mail.com,180.99.239.119,FALSE
R797662,millard,shane,polk,m,36,27/4/1984,98  Mandurah  Terrace,Mandurah,6210,WA,08  5916  9011,millard40@gmail.com,174.170.205.126,TRUE
R301768,dusgin,jerime,johmson,m,36,23/9/q984,27  Cherr y Street,Hillcrejt,7330,TAS,03  9557  678q,john5on87@mail.com.au,164.167.61.168,
R158777,doris,shaw,simpson,f,52,26/12/1968,27  Kennedy  Street,Glenroy,3046,VIC,03  5452  3881,doris.simpson@aol.com,153.97.177.5,
R132298,margaret,lee,thompson,f,36,16/8/1984,10  Highland  Drive,Fletcher,2304,NSW,02  7503  2980,margaret.thompson@mail.com.au,117.177.183.46,FALSE
R455104,james,george,stessel,m,37,30/11/1983,25  Truscott  Street,North  Ryde,2113,NSW,02  1786  4867,james.stessel@mail.com.au,85.170.155.79,FALSE
R139441,dana,evelhne,dickinsori,f,39,12/2/q981,Coppins  R0ad,Tewkesbry,7326,TAS,03  7712  s811,dickinson.dariq@aol.com,174.203.28.206,FALSE
R372218,rhonda,louise,fifer,f,25,16/5/1995,50  Aubin  Street,Neutral  Bay,2089,NSW,02  2525  5728,rhonda.fifer@mail.com,151.8.190.106,FALSE
R162609,robret,barnwejl,hand,m,,28/8/l967,6e  Kempsie  Road,Upper  Mount  Grafatt,4120,QLD,07  4310  348q,fmmgqdlbfl@gmai|.com,145.183.190.184,FALSE
R912367,mari,nicol,poahter,f,28,4/4/1o92,30  Falkiner  Cfescent,Dandenonk,3177,VIC,,mary54@yaho0.com,49.78.213.148,FALSE
R127959,amanda,sprouse,smith,f,31,6/10/1989,9  Brockhouse  Street,Upper  Mount  Gravatt,4122,QLD,07  4239  9329,ialkmjrbep@hotmail.com,17.181.20.69,FALSE
R499680,klenda,laureej,zexton,f,30,26/4/|990,61  Croydoh  Street,Lakemb,21q5,NSW,02  9659  4507,glenda7@ma8l.com,30.1.16.87,FALSE
R166186,geri,marie,gaskill,f,30,18/7/1990,466  Burwood  Highway,Wantirna  South,3152,VIC,03  2482  4394,gaskill.geri@gmail.com,103.132.84.205,FALSE
R174404,meredith,amaryllis,oneal,f,28,31/1/1992,1  Edward  Street,Mittagong,2575,NSW,02  6774  8183,meredith.oneal@mail.com.au,83.83.45.50,FALSE
R584150,bestsie,shqwan,thomaz,f,15,12/10/2o05,1  Dorn8och  Court,Marhara,081z,NT,08  9732  g830,bessie.thomaw@yahoo.com,76.202.159.112,FALSE
R684105,constaance,canell,murpnhy,f,52,6/e/1968,4  Oceanuiew  Avenue,Vaicluse,203o,NSW,02  9354  0e97,murphy.constance@9mail.com,173.28.171.27,
R406390,anne,boddie,rairden,f,60,15/1/1960,7  Saxonvale  Terrace,Mermaid  Waters,4218,QLD,07  8191  4997,rairden47@aol.com,103.215.154.81,FALSE
R207379,steyen,ahmecl,fie1ds,m,44,22/9/1g76,58  Chester  ill  Road,Chester  H:ll,216z,NSW,02  6185  7y92,fields.steven@aoo.com,248.119.164.209,FALSE
R156035,charles,d,guthrie,m,39,8/4/1981,Birchip  Road,Berriwillock,3531,VIC,03  9417  4158,guthrie37@mail.com.au,101.44.197.251,FALSE
R793862,lizzeth,dawn,jenkins,f,37,25/11/1983,36  Glading  Street,Manly  West,4179,QLD,07  4765  4272,jenkins.lizzeth@aol.com,35.189.105.87,FALSE
R128872,randal,robert,simcic,m,48,21/2/1972,3  Dick  Ward  Drive,Fannie  Bay,820,NT,08  0311  0175,pkkjpmhtis@yahoo.com,251.154.134.88,FALSE
R106208,darnien,l,bamum,m,22,18/1/1i98,200  Groue  Road,Grovecale,3211,VIC,03  4116  e125,barnum.damken@aol.com,84.163.220.132,
R134635,ericy,mykl,henegaah,m,25,3/3/1q95,403  Glwn  Eira  Road,Cailfield,316z,VIC,03  6662  6l46,heriegar44@yahoo.com,84.211.146.184,
R791630,michael,matthew,pridgen,m,23,21/7/1997,17  Garbala  Drive,Strathpine,4500,QLD,07  1220  7689,michael.pridgen@mail.com,33.158.104.74,FALSE
R142265,elaine,janine,white,f,23,17/10/1997,43  Whittell  Crescent,Florey,2615,ACT,02  2883  0544,elaine54@hotmail.com,50.215.92.235,FALSE
R196667,nancy,sterner,boggs,f,18,11/7/2002,Woolooga  Road,Upper  Wonga,4570,QLD,07  4489  3840,nancy67@gmail.com,179.167.186.255,FALSE
R466425,re2a,p,hikhfill,m,-40,21/4/1990,13  Winter  Steeet,Balarat,335o,VIC,0w  1763  0043,,89.249.136.32,FALSE
R128314,harrket,2,clodfleter,f,33,12/2/q987,10  Herron  Cressent,Latharn,2619,ACT,,,215.194.163.140,FALSE
R667573,franlclin,kazyj,ferrrll,m,31,8/1/1999,4  Nero  Cloze,Moorooobol,487o,QLD,07  8s47  9748,,82.179.175.77,FALSE
R137058,johmathan,renw,gadny,m,-33,23/4/1987,9i  Jarrah  Way,Albion  Pafk  Rail,25z7,NSW,02  4s58  3806,johnathant7@hotmail.com,19.12.252.240,FALSE
R184536,guy,jeffrey,poventud,m,35,11/3/1985,46  Berkeley  Avenue,Heidelberg,3084,VIC,03  5849  7880,poventud.guy@yahoo.com,249.88.247.110,FALSE
R227147,ray,leroy,hoppe,m,19,2/6/2001,209  Stewart  Street,Brunswick,3056,VIC,03  9015  1210,hoppe29@gmail.com,196.107.187.40,FALSE
R159781,colenan,anthonv,2ambron,m,-53,23/3/l967,10  Muahphy  Street,Soth  Yarra,3143,VIC,03  74o1  6405,olrqgfdqog@kail.com.au,253.51.171.158,FALSE
R650940,mattje,anh,skif5tad,f,29,10/4/1891,10  Muriel  Sreet,Hoahnsby,2o77,NSW,02  8192  75q1,,166.121.19.151,FALSE
R829745,brena,macbacek,dubnar,f,26,5/9/1094,7  Bere5ford  Street,Pascoe  Valem  South,3014,VIC,03  7533  3l50,brenda.dunbar@mail.c0m,203.115.121.169,FALSE
R140504,christopher,devon,ludwig,m,25,13/7/1995,109  Mulyan  Street,Como,2226,NSW,02  0541  8098,ludwig.christopher@hotmail.com,97.7.81.156,FALSE
R116423,james,norman,hildreth,m,34,27/3/1986,50  Chaleyer  Street,Rose  Bay,2029,NSW,02  0467  3297,hqlbldadtg@gmail.com,31.30.48.98,FALSE
R184297,stella,elizabeth,wright,f,37,1/9/1983,340  Hector  Street,Tuart  Hill,6060,WA,08  6301  0361,wright.stella@mail.com.au,63.245.73.50,FALSE
R144889,david,ray,grappe,m,25,2/3/1995,Tulloch  Street,Millgrove,3799,VIC,03  9745  5232,david.grappe@mail.com.au,63.196.79.96,FALSE
R144061,randall,divante,watson,m,27,14/7/1993,22  Barford  Street,Speers  Point,2284,NSW,02  7987  5038,randall.watson@gmail.com,58.226.92.215,FALSE
R197811,michael,scott,burford,m,,7/2/2002,38  Kathleen  Street,Corinda,4075,QLD,07  9077  9359,michael.burford@gmail.com,31.83.131.19,FALSE
R561802,orieplle,caoherine,norflezt,f,32,13/3/1988,1  Badil|a  Street,Innes  Parck,467o,QLD,07  0551  s566,oriel1e72@aol.com,251.17.122.221,FALSE
R888707,marl<,j,culkum,m,47,29/1o/1973,55  Giles  Sdreet,Aljce  Springs,874,NT,,sqisptbqmq@jotmail.com,175.147.233.71,
R155399,steve,manning,clarkson,m,23,20/3/1997,75  Palmerston  Street,Currajong,4812,QLD,07  8761  1545,hnkkkmprql@hotmail.com,196.3.152.83,FALSE
R136857,juneu,m,crafen,m,,21/q0/1997,20  Will'lam  Street,Wellijgton,282o,NSW,,bllngjnech@mail.com.au,215.20.252.138,
R162917,pamela,m,hubbard,f,,13/11/1996,40  Bingley  Crescent,Fraser,2615,ACT,02  9255  1141,kmdjetcrdc@gmail.com,128.145.90.133,FALSE
R649023,kwabena,joe,higgins,m,61,24/1/1959,6  Dowdy  Street,Millner,810,NT,08  8416  0168,kwabena.higgins@yahoo.com,48.14.216.11,FALSE
R156754,cecelia,renee,parker,f,54,15/2/1966,53  Arthur  Phillip  Drive,North  Richmond,2754,NSW,02  7665  9971,rdedenaqem@hotmail.com,28.149.112.166,FALSE
R100075,michael,raymond,goodson,m,,22/9/1987,54  Crozier  Circuit,Kambah,2902,ACT,02  2427  0829,michael.goodson@gmail.com,,FALSE
R298604,cassparina,f,martinez,f,38,15/7/1982,27  Ewing  Road,Woodridge,4114,QLD,07  8953  9289,cassparina7@mail.com.au,88.239.178.194,FALSE
R719023,robert,jamar,hooper,m,28,29/7/1992,Stable  Road,Esperance,6450,WA,08  4121  0879,sjhpjhmhop@gmail.com,188.30.56.46,FALSE
R910590,zoann,lam,slernmer,f,27,12/3/1i93,44  Trout  tSreet,Ashgrovs,4050,QLD,07  3235  5615,hjqbabmbso@apl.com,249.160.57.110,FALSE
R185486,keely,carlene,utsman,f,34,10/8/1986,101  Arthurs  Creek  Road,Hurstbridge,3099,VIC,03  2319  2536,keely66@mail.com,33.83.131.111,FALSE
R166880,wayne,lee,plonk,m,32,26/11/1988,65  Kingsley  Street,Byron  Bay,2481,NSW,02  2884  0613,dbhflefolc@aol.com,250.240.71.245,FALSE
R243460,davia,alt0n,stmith,m,22,1/4/|998,53  Mount  Danclenong  Road,Ringwood  aEst,3131,VIC,03  583q  8378,,222.221.247.241,
R126360,kimberly,stevens,dennis,f,25,25/2/1995,129  Hansen  Street,Corryong,3707,VIC,03  8404  6261,hgtamhqprq@mail.com,24.134.58.116,FALSE
R134325,mark,craig,marshall,m,37,8/3/1983,3  Abrahams  Court,Malak,812,NT,08  4066  0986,mark66@mail.com.au,72.120.58.164,FALSE
R602463,hardy,dawson,ney,m,29,9/5/1991,86  Carlotta  Street,Greenwich,2065,NSW,02  9596  1744,hardy66@gmail.com,146.216.193.107,
R178925,marcia,usher,ashworth,f,30,18/12/1990,21  Dreadnought  Street,Roselands,2196,NSW,02  2283  0030,marcia.ashworth@hotmail.com,50.73.142.170,FALSE
R737058,ashlpy,ashvley,baldwwin,f,68,20/6/195z,10  Baker  Cr3scent,Moor0opna,362g,VIC,,,73.97.219.62,FALSE
R191193,sharon,shephard,gagne,f,23,1/3/1997,152  Melbourne  Avenue,Glenroy,3046,VIC,03  1536  6190,lpqteaeknr@mail.com,244.56.61.101,TRUE
R845908,karrie,wilson,mcgaha,f,25,24/11/1995,60  Raff  Street,Spring  Hill,4000,QLD,07  0612  2120,karrie.mcgaha@aol.com,207.95.32.100,
R185745,laurem,wood5,lamloe,f,18,24/y/2002,36  Killuppai  Crescent,Leanyeah,081z,NT,08  6q77  1814,lauren2@vahoo.com,85.225.59.14,TRUE
R400527,katrinka,leigh,fore,f,28,24/7/1992,4  Lear  Court,Greensborough,3088,VIC,03  4120  8265,katrinka96@mail.com,209.109.235.65,
R158006,legh,davnd,macd0nald,m,33,14/3/1087,19  Macleay  Avenie,Wahtoonga,z076,NSW,02  2994  4938,amsaqietlp@mall.com.au,173.36.210.192,FALSE
R156474,heather,lacerita,ward,f,27,29/3/1993,65  Aralia  Street,Nightcliff,810,NT,08  2481  4216,heather.ward@gmail.com,67.28.69.251,FALSE
R318816,michael,allan,dickerson,m,19,1/8/2001,7  Olive  Drive,Moore  Park,4670,QLD,07  6243  6546,dickerson4@hotmail.com,196.23.136.4,FALSE
